ID_Detalle,ID_Venta,ID_Producto,Cantidad,Precio_Unitario,Descuento,Subtotal,Impuesto,Total,Fecha_Registro
DET02163,VENT0387,PROD0177,2,20.97,3.97,41.94,3.68,41.65,2023-11-06 23:29:48.161238
DET02164,VENT0388,PROD0009,5,22.68,4.81,113.4,13.1,121.69,2024-01-27 14:12:26.999067
DET02165,VENT0388,PROD0147,3,24.31,1.56,72.93,7.26,78.63,2024-01-27 14:12:26.999067
DET02166,VENT0388,PROD0475,2,28.46,4.39,56.92,3.42,55.95,2024-01-27 14:12:26.999067
DET02167,VENT0389,PROD0368,2,19.82,0.89,39.64,4.36,43.11,2025-02-16 07:16:43.370240
DET02168,VENT0389,PROD0474,4,28.25,2.51,113.0,12.88,123.37,2025-02-16 07:16:43.370240
DET02169,VENT0389,PROD0481,4,21.97,1.74,87.88,7.76,93.9,2025-02-16 07:16:43.370240
DET02170,VENT0390,PROD0335,5,16.39,1.59,81.95,14.35,94.71,2025-05-22 06:46:24.142450
DET02171,VENT0390,PROD0042,1,23.98,2.74,23.98,0.55,21.79,2025-05-22 06:46:24.142450
DET02172,VENT0390,PROD0317,1,19.22,3.69,19.22,0.99,16.52,2025-05-22 06:46:24.142450
DET02173,VENT0390,PROD0481,1,21.97,2.84,21.97,1.94,21.07,2025-05-22 06:46:24.142450
DET02174,VENT0390,PROD0364,1,26.08,1.39,26.08,0.98,25.67,2025-05-22 06:46:24.142450
DET02175,VENT0390,PROD0265,2,18.55,2.84,37.1,6.36,40.62,2025-05-22 06:46:24.142450
DET02176,VENT0390,PROD0151,3,17.05,1.32,51.15,4.95,54.78,2025-05-22 06:46:24.142450
DET02177,VENT0390,PROD0062,2,19.24,1.49,38.48,6.64,43.63,2025-05-22 06:46:24.142450
DET02178,VENT0390,PROD0312,2,31.63,4.07,63.26,3.6,62.79,2025-05-22 06:46:24.142450
DET02179,VENT0391,PROD0469,3,17.07,2.73,51.21,5.37,53.85,2024-04-28 18:53:55.566487
DET02180,VENT0392,PROD0053,3,29.47,4.27,88.41,1.68,85.82,2024-11-09 10:47:47.480957
DET02181,VENT0392,PROD0208,3,19.07,4.42,57.21,3.78,56.57,2024-11-09 10:47:47.480957
DET02182,VENT0392,PROD0134,5,25.62,3.63,128.1,9.1,133.57,2024-11-09 10:47:47.480957
DET02183,VENT0392,PROD0408,2,17.41,1.01,34.82,4.72,38.53,2024-11-09 10:47:47.480957
DET02184,VENT0392,PROD0204,5,20.48,4.57,102.4,7.1,104.93,2024-11-09 10:47:47.480957
DET02185,VENT0392,PROD0425,1,23.38,1.5,23.38,2.6,24.48,2024-11-09 10:47:47.480957
DET02186,VENT0392,PROD0048,2,23.08,4.78,46.16,4.48,45.86,2024-11-09 10:47:47.480957
DET02187,VENT0392,PROD0325,1,20.8,4.81,20.8,3.24,19.23,2024-11-09 10:47:47.480957
DET02188,VENT0392,PROD0481,1,21.97,4.05,21.97,1.94,19.86,2024-11-09 10:47:47.480957
DET02189,VENT0393,PROD0183,1,27.32,3.0,27.32,0.67,24.99,2024-11-22 15:09:13.606459
DET02190,VENT0393,PROD0128,2,17.92,3.52,35.84,3.84,36.16,2024-11-22 15:09:13.606459
DET02191,VENT0394,PROD0225,2,21.01,4.33,42.02,1.72,39.41,2024-04-19 09:37:56.144755
DET02192,VENT0395,PROD0190,1,23.79,3.63,23.79,3.3,23.46,2023-07-10 08:38:58.163967
DET02193,VENT0395,PROD0107,1,25.24,2.53,25.24,1.81,24.52,2023-07-10 08:38:58.163967
DET02194,VENT0395,PROD0451,3,26.94,0.4,80.82,5.97,86.39,2023-07-10 08:38:58.163967
DET02195,VENT0395,PROD0031,1,20.05,0.08,20.05,1.07,21.04,2023-07-10 08:38:58.163967
DET02196,VENT0396,PROD0428,2,17.88,4.22,35.76,4.48,36.02,2025-01-24 02:02:32.729674
DET02197,VENT0396,PROD0148,3,24.01,0.37,72.03,4.83,76.49,2025-01-24 02:02:32.729674
DET02198,VENT0397,PROD0203,1,27.35,0.8,27.35,1.27,27.82,2025-02-20 20:24:34.127652
DET02199,VENT0397,PROD0421,2,16.95,1.91,33.9,3.44,35.43,2025-02-20 20:24:34.127652
DET02200,VENT0398,PROD0074,4,15.95,0.2,63.8,4.8,68.4,2024-05-03 16:08:18.978503
DET02201,VENT0398,PROD0260,2,25.15,4.39,50.3,2.4,48.31,2024-05-03 16:08:18.978503
DET02202,VENT0399,PROD0199,1,19.67,1.36,19.67,1.05,19.36,2024-07-30 00:54:13.293249
DET02203,VENT0400,PROD0272,3,22.63,0.45,67.89,3.24,70.68,2024-05-29 17:47:54.737772
DET02204,VENT0400,PROD0315,2,19.04,4.83,38.08,4.28,37.53,2024-05-29 17:47:54.737772
DET02205,VENT0400,PROD0398,1,18.81,1.34,18.81,1.8,19.27,2024-05-29 17:47:54.737772
DET02206,VENT0400,PROD0156,4,19.43,0.06,77.72,5.08,82.74,2024-05-29 17:47:54.737772
DET02207,VENT0400,PROD0491,1,15.73,3.73,15.73,3.28,15.28,2024-05-29 17:47:54.737772
DET02208,VENT0400,PROD0225,2,21.01,3.07,42.02,1.72,40.67,2024-05-29 17:47:54.737772
DET02209,VENT0400,PROD0198,5,24.33,0.21,121.65,15.65,137.09,2024-05-29 17:47:54.737772
DET02210,VENT0400,PROD0400,4,20.93,1.67,83.72,2.12,84.17,2024-05-29 17:47:54.737772
DET02211,VENT0400,PROD0454,5,17.51,2.9,87.55,11.25,95.9,2024-05-29 17:47:54.737772
DET02212,VENT0400,PROD0328,2,24.78,4.16,49.56,3.8,49.2,2024-05-29 17:47:54.737772
DET02213,VENT0401,PROD0492,2,30.63,0.8,61.26,3.66,64.12,2024-10-19 14:05:28.889971
DET02214,VENT0401,PROD0468,3,25.9,2.6,77.7,9.54,84.64,2024-10-19 14:05:28.889971
DET02215,VENT0401,PROD0411,4,16.83,0.18,67.32,13.28,80.42,2024-10-19 14:05:28.889971
DET02216,VENT0401,PROD0418,5,17.05,4.74,85.25,17.25,97.76,2024-10-19 14:05:28.889971
DET02217,VENT0401,PROD0241,1,15.47,0.47,15.47,1.72,16.72,2024-10-19 14:05:28.889971
DET02218,VENT0401,PROD0202,4,20.21,4.94,80.84,8.84,84.74,2024-10-19 14:05:28.889971
DET02219,VENT0401,PROD0180,5,13.86,0.86,69.3,7.7,76.14,2024-10-19 14:05:28.889971
DET02220,VENT0401,PROD0124,1,19.22,1.61,19.22,3.01,20.62,2024-10-19 14:05:28.889971
DET02221,VENT0402,PROD0408,2,17.41,3.02,34.82,4.72,36.52,2023-10-08 09:29:01.114189
DET02222,VENT0402,PROD0230,2,26.3,0.69,52.6,6.32,58.23,2023-10-08 09:29:01.114189
DET02223,VENT0402,PROD0320,2,18.37,2.73,36.74,3.48,37.49,2023-10-08 09:29:01.114189
DET02224,VENT0403,PROD0251,3,22.64,2.78,67.92,2.88,68.02,2024-11-04 13:53:00.647804
DET02225,VENT0403,PROD0060,4,22.67,4.51,90.68,8.8,94.97,2024-11-04 13:53:00.647804
DET02226,VENT0404,PROD0476,2,20.15,4.92,40.3,4.8,40.18,2023-11-19 12:59:17.647384
DET02227,VENT0404,PROD0367,5,18.67,2.91,93.35,3.1,93.54,2023-11-19 12:59:17.647384
DET02228,VENT0405,PROD0264,5,24.07,2.7,120.35,7.5,125.15,2023-11-18 04:04:57.503153
DET02229,VENT0405,PROD0322,3,17.11,1.18,51.33,10.11,60.26,2023-11-18 04:04:57.503153
DET02230,VENT0405,PROD0056,3,24.93,3.42,74.79,8.52,79.89,2023-11-18 04:04:57.503153
DET02231,VENT0405,PROD0240,4,17.52,4.78,70.08,12.4,77.7,2023-11-18 04:04:57.503153
DET02232,VENT0405,PROD0104,5,20.92,1.44,104.6,2.75,105.91,2023-11-18 04:04:57.503153
DET02233,VENT0405,PROD0303,3,20.84,3.68,62.52,7.47,66.31,2023-11-18 04:04:57.503153
DET02234,VENT0405,PROD0060,5,22.67,0.2,113.35,11.0,124.15,2023-11-18 04:04:57.503153
DET02235,VENT0405,PROD0230,3,26.3,2.12,78.9,9.48,86.26,2023-11-18 04:04:57.503153
DET02236,VENT0405,PROD0128,4,17.92,0.8,71.68,7.68,78.56,2023-11-18 04:04:57.503153
DET02237,VENT0406,PROD0039,1,28.38,4.08,28.38,3.45,27.75,2023-06-17 08:01:51.307149
DET02238,VENT0406,PROD0247,3,26.69,0.2,80.07,6.48,86.35,2023-06-17 08:01:51.307149
DET02239,VENT0406,PROD0367,4,18.67,0.57,74.68,2.48,76.59,2023-06-17 08:01:51.307149
DET02240,VENT0406,PROD0099,3,20.43,3.66,61.29,5.58,63.21,2023-06-17 08:01:51.307149
DET02241,VENT0406,PROD0331,1,28.21,2.11,28.21,1.4,27.5,2023-06-17 08:01:51.307149
DET02242,VENT0407,PROD0168,3,18.58,1.21,55.74,3.51,58.04,2024-02-20 07:33:12.197630
DET02243,VENT0407,PROD0489,2,27.88,3.78,55.76,5.64,57.62,2024-02-20 07:33:12.197630
DET02244,VENT0407,PROD0359,3,27.7,0.6,83.1,9.6,92.1,2024-02-20 07:33:12.197630
DET02245,VENT0407,PROD0237,5,21.93,4.52,109.65,3.8,108.93,2024-02-20 07:33:12.197630
DET02246,VENT0407,PROD0366,4,18.8,2.83,75.2,6.48,78.85,2024-02-20 07:33:12.197630
DET02247,VENT0408,PROD0329,2,18.33,3.27,36.66,4.56,37.95,2023-08-07 18:42:09.287146
DET02248,VENT0408,PROD0177,2,20.97,2.42,41.94,3.68,43.2,2023-08-07 18:42:09.287146
DET02249,VENT0409,PROD0322,1,17.11,4.1,17.11,3.37,16.38,2024-05-31 10:44:47.229162
DET02250,VENT0409,PROD0456,2,23.75,2.3,47.5,2.04,47.24,2024-05-31 10:44:47.229162
DET02251,VENT0409,PROD0363,4,23.3,0.33,93.2,5.88,98.75,2024-05-31 10:44:47.229162
DET02252,VENT0409,PROD0036,5,26.26,3.52,131.3,8.75,136.53,2024-05-31 10:44:47.229162
DET02253,VENT0409,PROD0038,2,24.42,2.94,48.84,5.96,51.86,2024-05-31 10:44:47.229162
DET02254,VENT0410,PROD0488,5,27.28,4.35,136.4,15.1,147.15,2024-12-10 15:00:40.369661
DET02255,VENT0410,PROD0497,1,25.84,3.02,25.84,3.18,26.0,2024-12-10 15:00:40.369661
DET02256,VENT0410,PROD0405,5,17.16,4.02,85.8,9.3,91.08,2024-12-10 15:00:40.369661
DET02257,VENT0410,PROD0237,4,21.93,2.24,87.72,3.04,88.52,2024-12-10 15:00:40.369661
DET02258,VENT0410,PROD0211,4,23.51,3.24,94.04,8.32,99.12,2024-12-10 15:00:40.369661
DET02259,VENT0410,PROD0060,5,22.67,4.81,113.35,11.0,119.54,2024-12-10 15:00:40.369661
DET02260,VENT0410,PROD0003,5,19.24,1.95,96.2,4.9,99.15,2024-12-10 15:00:40.369661
DET02261,VENT0410,PROD0409,2,23.59,4.01,47.18,5.0,48.17,2024-12-10 15:00:40.369661
DET02262,VENT0410,PROD0352,5,14.33,2.68,71.65,7.8,76.77,2024-12-10 15:00:40.369661
DET02263,VENT0411,PROD0149,3,27.42,2.66,82.26,6.27,85.87,2025-05-02 19:59:43.266822
DET02264,VENT0411,PROD0187,2,16.99,4.14,33.98,3.7,33.54,2025-05-02 19:59:43.266822
DET02265,VENT0411,PROD0102,2,19.92,3.78,39.84,2.36,38.42,2025-05-02 19:59:43.266822
DET02266,VENT0411,PROD0242,1,23.21,2.43,23.21,3.44,24.22,2025-05-02 19:59:43.266822
DET02267,VENT0411,PROD0202,1,20.21,1.28,20.21,2.21,21.14,2025-05-02 19:59:43.266822
DET02268,VENT0412,PROD0327,3,29.83,3.2,89.49,9.84,96.13,2023-10-14 00:10:57.355017
DET02269,VENT0412,PROD0265,3,18.55,2.97,55.65,9.54,62.22,2023-10-14 00:10:57.355017
DET02270,VENT0412,PROD0129,5,28.5,0.96,142.5,3.65,145.19,2023-10-14 00:10:57.355017
DET02271,VENT0412,PROD0150,1,18.75,2.95,18.75,2.67,18.47,2023-10-14 00:10:57.355017
DET02272,VENT0412,PROD0366,3,18.8,4.75,56.4,4.86,56.51,2023-10-14 00:10:57.355017
DET02273,VENT0412,PROD0122,2,23.9,1.53,47.8,3.3,49.57,2023-10-14 00:10:57.355017
DET02274,VENT0412,PROD0296,5,26.08,2.3,130.4,5.6,133.7,2023-10-14 00:10:57.355017
DET02275,VENT0413,PROD0472,5,25.27,2.93,126.35,4.2,127.62,2024-03-04 01:28:54.856303
DET02276,VENT0413,PROD0012,2,14.35,3.97,28.7,2.18,26.91,2024-03-04 01:28:54.856303
DET02277,VENT0413,PROD0281,1,19.15,0.04,19.15,1.51,20.62,2024-03-04 01:28:54.856303
DET02278,VENT0413,PROD0361,1,19.43,3.02,19.43,2.29,18.7,2024-03-04 01:28:54.856303
DET02279,VENT0414,PROD0046,3,25.91,3.77,77.73,2.73,76.69,2025-02-19 20:33:39.987010
DET02280,VENT0415,PROD0123,4,28.89,3.8,115.56,11.12,122.88,2024-12-06 03:46:24.845949
DET02281,VENT0415,PROD0473,3,29.37,3.74,88.11,2.58,86.95,2024-12-06 03:46:24.845949
DET02282,VENT0415,PROD0099,5,20.43,0.41,102.15,9.3,111.04,2024-12-06 03:46:24.845949
DET02283,VENT0415,PROD0490,1,21.09,3.81,21.09,2.11,19.39,2024-12-06 03:46:24.845949
DET02284,VENT0416,PROD0174,2,27.12,1.17,54.24,1.06,54.13,2024-03-19 13:30:04.669590
DET02285,VENT0416,PROD0352,4,14.33,1.04,57.32,6.24,62.52,2024-03-19 13:30:04.669590
DET02286,VENT0416,PROD0114,2,15.27,4.82,30.54,4.06,29.78,2024-03-19 13:30:04.669590
DET02287,VENT0416,PROD0300,3,17.64,3.9,52.92,5.28,54.3,2024-03-19 13:30:04.669590
DET02288,VENT0416,PROD0077,2,20.22,2.76,40.44,4.34,42.02,2024-03-19 13:30:04.669590
DET02289,VENT0416,PROD0134,1,25.62,4.36,25.62,1.82,23.08,2024-03-19 13:30:04.669590
DET02290,VENT0416,PROD0099,5,20.43,0.33,102.15,9.3,111.12,2024-03-19 13:30:04.669590
DET02291,VENT0416,PROD0216,5,22.33,0.78,111.65,10.5,121.37,2024-03-19 13:30:04.669590
DET02292,VENT0417,PROD0317,1,19.22,0.96,19.22,0.99,19.25,2023-08-24 11:56:03.260153
DET02293,VENT0417,PROD0072,1,22.96,1.28,22.96,2.45,24.13,2023-08-24 11:56:03.260153
DET02294,VENT0417,PROD0376,1,23.62,0.54,23.62,0.88,23.96,2023-08-24 11:56:03.260153
DET02295,VENT0417,PROD0202,5,20.21,2.11,101.05,11.05,109.99,2023-08-24 11:56:03.260153
DET02296,VENT0417,PROD0114,1,15.27,2.44,15.27,2.03,14.86,2023-08-24 11:56:03.260153
DET02297,VENT0418,PROD0108,3,21.83,4.06,65.49,8.31,69.74,2025-02-22 22:08:38.809610
DET02298,VENT0419,PROD0345,4,30.48,1.0,121.92,9.32,130.24,2024-06-21 21:28:04.069691
DET02299,VENT0419,PROD0302,4,23.08,4.71,92.32,7.6,95.21,2024-06-21 21:28:04.069691
DET02300,VENT0419,PROD0421,1,16.95,2.64,16.95,1.72,16.03,2024-06-21 21:28:04.069691
DET02301,VENT0419,PROD0202,1,20.21,2.03,20.21,2.21,20.39,2024-06-21 21:28:04.069691
DET02302,VENT0419,PROD0399,1,21.83,0.22,21.83,3.28,24.89,2024-06-21 21:28:04.069691
DET02303,VENT0419,PROD0367,3,18.67,1.3,56.01,1.86,56.57,2024-06-21 21:28:04.069691
DET02304,VENT0419,PROD0208,1,19.07,1.09,19.07,1.26,19.24,2024-06-21 21:28:04.069691
DET02305,VENT0419,PROD0358,1,19.24,2.79,19.24,0.51,16.96,2024-06-21 21:28:04.069691
DET02306,VENT0419,PROD0206,3,21.8,2.1,65.4,7.8,71.1,2024-06-21 21:28:04.069691
DET02307,VENT0419,PROD0020,3,29.92,1.0,89.76,4.02,92.78,2024-06-21 21:28:04.069691
DET02308,VENT0420,PROD0466,1,30.23,0.93,30.23,0.83,30.13,2024-07-11 03:13:33.569562
DET02309,VENT0420,PROD0354,5,26.38,3.98,131.9,7.8,135.72,2024-07-11 03:13:33.569562
DET02310,VENT0420,PROD0342,4,19.09,0.7,76.36,4.08,79.74,2024-07-11 03:13:33.569562
DET02311,VENT0420,PROD0320,3,18.37,2.92,55.11,5.22,57.41,2024-07-11 03:13:33.569562
DET02312,VENT0420,PROD0063,1,16.6,2.26,16.6,2.61,16.95,2024-07-11 03:13:33.569562
DET02313,VENT0420,PROD0272,4,22.63,2.71,90.52,4.32,92.13,2024-07-11 03:13:33.569562
DET02314,VENT0420,PROD0052,5,25.01,0.32,125.05,14.85,139.58,2024-07-11 03:13:33.569562
DET02315,VENT0420,PROD0414,3,19.06,4.68,57.18,1.62,54.12,2024-07-11 03:13:33.569562
DET02316,VENT0420,PROD0024,5,26.86,2.46,134.3,5.9,137.74,2024-07-11 03:13:33.569562
DET02317,VENT0420,PROD0304,1,23.35,1.64,23.35,1.36,23.07,2024-07-11 03:13:33.569562
DET02318,VENT0421,PROD0362,3,18.83,2.09,56.49,4.26,58.66,2023-12-02 18:25:20.529261
DET02319,VENT0421,PROD0221,3,20.99,2.12,62.97,7.41,68.26,2023-12-02 18:25:20.529261
DET02320,VENT0421,PROD0283,3,26.5,4.19,79.5,5.46,80.77,2023-12-02 18:25:20.529261
DET02321,VENT0422,PROD0447,4,31.89,2.27,127.56,9.72,135.01,2023-11-02 05:05:33.250203
DET02322,VENT0422,PROD0268,5,14.36,3.28,71.8,10.55,79.07,2023-11-02 05:05:33.250203
DET02323,VENT0422,PROD0453,3,18.97,0.68,56.91,8.01,64.24,2023-11-02 05:05:33.250203
DET02324,VENT0422,PROD0333,2,15.83,1.6,31.66,4.62,34.68,2023-11-02 05:05:33.250203
DET02325,VENT0422,PROD0354,3,26.38,4.71,79.14,4.68,79.11,2023-11-02 05:05:33.250203
DET02326,VENT0422,PROD0406,1,26.89,1.4,26.89,2.96,28.45,2023-11-02 05:05:33.250203
DET02327,VENT0423,PROD0174,4,27.12,3.24,108.48,2.12,107.36,2024-11-06 16:25:44.967345
DET02328,VENT0423,PROD0423,4,19.68,2.25,78.72,11.52,87.99,2024-11-06 16:25:44.967345
DET02329,VENT0423,PROD0225,4,21.01,1.55,84.04,3.44,85.93,2024-11-06 16:25:44.967345
DET02330,VENT0424,PROD0241,5,15.47,0.36,77.35,8.6,85.59,2024-06-16 15:40:12.959170
DET02331,VENT0424,PROD0341,5,28.17,1.91,140.85,15.35,154.29,2024-06-16 15:40:12.959170
DET02332,VENT0424,PROD0190,3,23.79,1.07,71.37,9.9,80.2,2024-06-16 15:40:12.959170
DET02333,VENT0424,PROD0335,2,16.39,1.39,32.78,5.74,37.13,2024-06-16 15:40:12.959170
DET02334,VENT0424,PROD0280,4,25.5,2.23,102.0,8.24,108.01,2024-06-16 15:40:12.959170
DET02335,VENT0424,PROD0198,4,24.33,0.36,97.32,12.52,109.48,2024-06-16 15:40:12.959170
DET02336,VENT0425,PROD0348,4,21.52,0.71,86.08,4.28,89.65,2024-01-15 16:05:19.599068
DET02337,VENT0425,PROD0082,1,20.72,3.62,20.72,2.72,19.82,2024-01-15 16:05:19.599068
DET02338,VENT0425,PROD0047,5,30.42,1.12,152.1,13.45,164.43,2024-01-15 16:05:19.599068
DET02339,VENT0425,PROD0385,4,21.06,3.0,84.24,9.72,90.96,2024-01-15 16:05:19.599068
DET02340,VENT0425,PROD0301,4,16.21,1.62,64.84,11.2,74.42,2024-01-15 16:05:19.599068
DET02341,VENT0426,PROD0473,5,29.37,0.53,146.85,4.3,150.62,2025-03-05 09:45:45.462430
DET02342,VENT0426,PROD0069,4,27.58,1.21,110.32,5.04,114.15,2025-03-05 09:45:45.462430
DET02343,VENT0427,PROD0108,2,21.83,0.05,43.66,5.54,49.15,2025-04-24 22:27:34.667300
DET02344,VENT0427,PROD0127,2,18.03,4.81,36.06,1.24,32.49,2025-04-24 22:27:34.667300
DET02345,VENT0427,PROD0032,4,27.14,3.27,108.56,13.84,119.13,2025-04-24 22:27:34.667300
DET02346,VENT0427,PROD0411,1,16.83,3.9,16.83,3.32,16.25,2025-04-24 22:27:34.667300
DET02347,VENT0427,PROD0274,4,18.48,1.09,73.92,12.04,84.87,2025-04-24 22:27:34.667300
DET02348,VENT0427,PROD0296,2,26.08,3.84,52.16,2.24,50.56,2025-04-24 22:27:34.667300
DET02349,VENT0428,PROD0474,2,28.25,0.37,56.5,6.44,62.57,2024-10-12 19:04:26.211605
DET02350,VENT0428,PROD0499,5,22.98,0.99,114.9,10.7,124.61,2024-10-12 19:04:26.211605
DET02351,VENT0428,PROD0123,4,28.89,4.07,115.56,11.12,122.61,2024-10-12 19:04:26.211605
DET02352,VENT0428,PROD0431,5,26.84,0.06,134.2,10.75,144.89,2024-10-12 19:04:26.211605
DET02353,VENT0428,PROD0149,4,27.42,2.99,109.68,8.36,115.05,2024-10-12 19:04:26.211605
DET02354,VENT0428,PROD0267,2,23.85,1.34,47.7,6.78,53.14,2024-10-12 19:04:26.211605
DET02355,VENT0428,PROD0434,2,21.99,1.54,43.98,2.3,44.74,2024-10-12 19:04:26.211605
DET02356,VENT0428,PROD0280,2,25.5,3.02,51.0,4.12,52.1,2024-10-12 19:04:26.211605
DET02357,VENT0429,PROD0374,5,23.01,3.78,115.05,11.05,122.32,2024-09-21 14:34:57.289874
DET02358,VENT0429,PROD0136,2,25.19,0.8,50.38,2.72,52.3,2024-09-21 14:34:57.289874
DET02359,VENT0429,PROD0114,5,15.27,3.42,76.35,10.15,83.08,2024-09-21 14:34:57.289874
DET02360,VENT0429,PROD0352,1,14.33,4.96,14.33,1.56,10.93,2024-09-21 14:34:57.289874
DET02361,VENT0430,PROD0197,5,22.72,4.86,113.6,15.9,124.64,2024-09-10 17:16:31.086267
DET02362,VENT0430,PROD0280,4,25.5,4.06,102.0,8.24,106.18,2024-09-10 17:16:31.086267
DET02363,VENT0430,PROD0277,3,13.49,3.12,40.47,6.87,44.22,2024-09-10 17:16:31.086267
DET02364,VENT0430,PROD0082,3,20.72,1.31,62.16,8.16,69.01,2024-09-10 17:16:31.086267
DET02365,VENT0430,PROD0109,5,23.54,0.25,117.7,12.4,129.85,2024-09-10 17:16:31.086267
DET02366,VENT0430,PROD0050,1,13.28,3.98,13.28,1.27,10.57,2024-09-10 17:16:31.086267
DET02367,VENT0430,PROD0146,2,17.32,2.74,34.64,4.9,36.8,2024-09-10 17:16:31.086267
DET02368,VENT0430,PROD0342,4,19.09,0.94,76.36,4.08,79.5,2024-09-10 17:16:31.086267
DET02369,VENT0431,PROD0316,5,18.28,4.81,91.4,7.25,93.84,2025-04-04 18:23:03.097420
DET02370,VENT0431,PROD0303,2,20.84,1.48,41.68,4.98,45.18,2025-04-04 18:23:03.097420
DET02371,VENT0431,PROD0074,2,15.95,2.43,31.9,2.4,31.87,2025-04-04 18:23:03.097420
DET02372,VENT0431,PROD0155,5,26.08,3.36,130.4,13.9,140.94,2025-04-04 18:23:03.097420
DET02373,VENT0431,PROD0478,3,21.0,1.34,63.0,7.68,69.34,2025-04-04 18:23:03.097420
DET02374,VENT0431,PROD0486,2,17.47,2.14,34.94,1.54,34.34,2025-04-04 18:23:03.097420
DET02375,VENT0431,PROD0048,2,23.08,2.03,46.16,4.48,48.61,2025-04-04 18:23:03.097420
DET02376,VENT0431,PROD0246,2,20.66,0.73,41.32,1.38,41.97,2025-04-04 18:23:03.097420
DET02377,VENT0432,PROD0386,3,27.39,4.31,82.17,6.81,84.67,2024-06-17 01:50:28.150289
DET02378,VENT0432,PROD0322,1,17.11,3.37,17.11,3.37,17.11,2024-06-17 01:50:28.150289
DET02379,VENT0432,PROD0118,2,18.56,3.22,37.12,1.34,35.24,2024-06-17 01:50:28.150289
DET02380,VENT0432,PROD0368,1,19.82,0.63,19.82,2.18,21.37,2024-06-17 01:50:28.150289
DET02381,VENT0433,PROD0112,1,15.39,2.38,15.39,1.98,14.99,2024-07-23 07:50:15.410839
DET02382,VENT0433,PROD0130,3,25.11,0.47,75.33,8.91,83.77,2024-07-23 07:50:15.410839
DET02383,VENT0433,PROD0348,5,21.52,1.71,107.6,5.35,111.24,2024-07-23 07:50:15.410839
DET02384,VENT0434,PROD0476,1,20.15,4.96,20.15,2.4,17.59,2023-07-20 05:50:33.111953
DET02385,VENT0434,PROD0055,3,26.46,1.98,79.38,7.56,84.96,2023-07-20 05:50:33.111953
DET02386,VENT0434,PROD0453,5,18.97,2.78,94.85,13.35,105.42,2023-07-20 05:50:33.111953
DET02387,VENT0434,PROD0479,4,25.84,0.39,103.36,3.96,106.93,2023-07-20 05:50:33.111953
DET02388,VENT0434,PROD0231,2,21.13,4.48,42.26,6.8,44.58,2023-07-20 05:50:33.111953
DET02389,VENT0435,PROD0165,3,16.7,3.58,50.1,2.58,49.1,2025-03-26 15:58:34.714137
DET02390,VENT0435,PROD0490,1,21.09,1.68,21.09,2.11,21.52,2025-03-26 15:58:34.714137
DET02391,VENT0436,PROD0208,4,19.07,3.82,76.28,5.04,77.5,2023-12-25 03:38:03.610453
DET02392,VENT0436,PROD0495,3,19.38,2.86,58.14,7.65,62.93,2023-12-25 03:38:03.610453
DET02393,VENT0437,PROD0120,5,23.15,0.2,115.75,12.05,127.6,2024-04-05 16:26:02.041050
DET02394,VENT0437,PROD0027,2,22.97,1.14,45.94,6.02,50.82,2024-04-05 16:26:02.041050
DET02395,VENT0437,PROD0362,5,18.83,3.42,94.15,7.1,97.83,2024-04-05 16:26:02.041050
DET02396,VENT0437,PROD0288,4,24.68,2.54,98.72,13.88,110.06,2024-04-05 16:26:02.041050
DET02397,VENT0437,PROD0088,4,21.66,3.18,86.64,5.4,88.86,2024-04-05 16:26:02.041050
DET02398,VENT0438,PROD0107,1,25.24,0.1,25.24,1.81,26.95,2025-04-20 21:51:43.914559
DET02399,VENT0438,PROD0094,5,12.61,0.35,63.05,16.45,79.15,2025-04-20 21:51:43.914559
DET02400,VENT0438,PROD0099,5,20.43,4.89,102.15,9.3,106.56,2025-04-20 21:51:43.914559
DET02401,VENT0439,PROD0269,1,18.98,1.1,18.98,2.27,20.15,2025-03-04 15:03:16.796206
DET02402,VENT0440,PROD0046,5,25.91,1.58,129.55,4.55,132.52,2024-09-05 07:15:33.968407
DET02403,VENT0440,PROD0423,5,19.68,1.59,98.4,14.4,111.21,2024-09-05 07:15:33.968407
DET02404,VENT0440,PROD0436,4,25.81,0.16,103.24,13.52,116.6,2024-09-05 07:15:33.968407
DET02405,VENT0440,PROD0143,5,15.12,2.82,75.6,16.95,89.73,2024-09-05 07:15:33.968407
DET02406,VENT0440,PROD0091,1,27.49,1.87,27.49,0.94,26.56,2024-09-05 07:15:33.968407
DET02407,VENT0440,PROD0403,3,23.87,4.94,71.61,2.91,69.58,2024-09-05 07:15:33.968407
DET02408,VENT0440,PROD0243,4,17.25,4.11,69.0,8.6,73.49,2024-09-05 07:15:33.968407
DET02409,VENT0441,PROD0069,4,27.58,0.21,110.32,5.04,115.15,2023-08-23 09:16:32.349129
DET02410,VENT0442,PROD0450,4,28.94,1.26,115.76,12.96,127.46,2024-03-04 03:44:41.857365
DET02411,VENT0442,PROD0379,5,21.96,4.55,109.8,11.9,117.15,2024-03-04 03:44:41.857365
DET02412,VENT0443,PROD0374,5,23.01,2.09,115.05,11.05,124.01,2023-06-01 01:01:46.914381
DET02413,VENT0443,PROD0278,3,25.28,3.75,75.84,7.92,80.01,2023-06-01 01:01:46.914381
DET02414,VENT0443,PROD0444,2,21.22,0.8,42.44,5.64,47.28,2023-06-01 01:01:46.914381
DET02415,VENT0443,PROD0289,2,16.17,3.25,32.34,4.18,33.27,2023-06-01 01:01:46.914381
